0.0304242	0.0664973	2.50491e-005	6.77455e-008	
0.0422078	0.0927444	2.23816e-005	6.77453e-008	
0.0529835	0.107854	2.08389e-005	6.77451e-008	
0.063129	0.117967	1.98037e-005	6.77448e-008	
0.0728331	0.125327	1.90489e-005	6.77444e-008	
0.0822066	0.130981	1.84685e-005	6.77438e-008	
0.091321	0.135491	1.80051e-005	6.77432e-008	
0.100225	0.13919	1.76247e-005	6.77425e-008	
0.108956	0.142291	1.73056e-005	6.77417e-008	
0.117539	0.144936	1.70334e-005	6.77408e-008	
0.125995	0.147222	1.6798e-005	6.77398e-008	
0.134342	0.149223	1.65919e-005	6.77387e-008	
0.142591	0.150991	1.64097e-005	6.77374e-008	
0.150755	0.152566	1.62474e-005	6.77361e-008	
0.158841	0.153981	1.61016e-005	6.77346e-008	
0.166859	0.155258	1.59699e-005	6.7733e-008	
0.174813	0.156419	1.58502e-005	6.77313e-008	
0.182711	0.157479	1.57408e-005	6.77294e-008	
0.190556	0.158452	1.56405e-005	6.77275e-008	
0.198352	0.159348	1.55481e-005	6.77254e-008	
0.206105	0.160176	1.54626e-005	6.77231e-008	
0.213816	0.160945	1.53834e-005	6.77207e-008	
0.221489	0.16166	1.53096e-005	6.77182e-008	
0.229126	0.162327	1.52408e-005	6.77155e-008	
0.236731	0.162951	1.51764e-005	6.77126e-008	
0.244303	0.163536	1.51159e-005	6.77096e-008	
0.251847	0.164086	1.50592e-005	6.77064e-008	
0.259363	0.164605	1.50057e-005	6.7703e-008	
0.266853	0.165094	1.49552e-005	6.76995e-008	
0.274319	0.165556	1.49075e-005	6.76957e-008	
0.281761	0.165994	1.48623e-005	6.76918e-008	
0.289182	0.166409	1.48194e-005	6.76877e-008	
0.296581	0.166804	1.47787e-005	6.76833e-008	
0.303961	0.167179	1.474e-005	6.76788e-008	
0.311321	0.167537	1.47031e-005	6.7674e-008	
0.318664	0.167878	1.46679e-005	6.7669e-008	
0.325989	0.168204	1.46343e-005	6.76637e-008	
0.333299	0.168515	1.46022e-005	6.76582e-008	
0.340592	0.168813	1.45714e-005	6.76525e-008	
0.34787	0.169099	1.4542e-005	6.76465e-008	
0.355134	0.169372	1.45137e-005	6.76402e-008	
0.362384	0.169635	1.44866e-005	6.76336e-008	
0.369621	0.169888	1.44606e-005	6.76267e-008	
0.376845	0.17013	1.44356e-005	6.76195e-008	
0.384057	0.170364	1.44115e-005	6.7612e-008	
0.391257	0.170589	1.43883e-005	6.76042e-008	
0.398445	0.170806	1.4366e-005	6.7596e-008	
0.405623	0.171015	1.43444e-005	6.75874e-008	
0.41279	0.171217	1.43236e-005	6.75785e-008	
0.419946	0.171412	1.43035e-005	6.75692e-008	
0.427093	0.1716	1.42841e-005	6.75594e-008	
0.434231	0.171782	1.42654e-005	6.75493e-008	
0.441359	0.171958	1.42472e-005	6.75387e-008	
0.448478	0.172129	1.42297e-005	6.75276e-008	
0.455589	0.172294	1.42127e-005	6.75161e-008	
0.462691	0.172454	1.41962e-005	6.75041e-008	
0.469785	0.172609	1.41802e-005	6.74915e-008	
0.476871	0.17276	1.41648e-005	6.74784e-008	
0.48395	0.172906	1.41497e-005	6.74647e-008	
0.491021	0.173048	1.41352e-005	6.74504e-008	
0.498085	0.173186	1.4121e-005	6.74355e-008	
0.505142	0.17332	1.41072e-005	6.74199e-008	
0.512192	0.17345	1.40939e-005	6.74037e-008	
0.519236	0.173577	1.40809e-005	6.73867e-008	
0.526273	0.1737	1.40683e-005	6.7369e-008	
0.533304	0.17382	1.4056e-005	6.73505e-008	
0.540329	0.173937	1.4044e-005	6.73311e-008	
0.547348	0.174051	1.40323e-005	6.73109e-008	
0.554362	0.174162	1.4021e-005	6.72898e-008	
0.561369	0.17427	1.401e-005	6.72677e-008	
0.568372	0.174375	1.39992e-005	6.72445e-008	
0.575369	0.174478	1.39887e-005	6.72204e-008	
0.58236	0.174578	1.39785e-005	6.7195e-008	
0.589347	0.174676	1.39685e-005	6.71685e-008	
0.596329	0.174772	1.39588e-005	6.71408e-008	
0.603306	0.174865	1.39493e-005	6.71117e-008	
0.610278	0.174956	1.39401e-005	6.70812e-008	
0.617246	0.175045	1.39311e-005	6.70492e-008	
0.624209	0.175132	1.39223e-005	6.70156e-008	
0.631168	0.175217	1.39137e-005	6.69804e-008	
0.638123	0.1753	1.39053e-005	6.69434e-008	
0.645074	0.175382	1.38971e-005	6.69045e-008	
0.65202	0.175461	1.38891e-005	6.68637e-008	
0.658963	0.175539	1.38813e-005	6.68206e-008	
0.665902	0.175615	1.38737e-005	6.67753e-008	
0.672837	0.17569	1.38662e-005	6.67276e-008	
0.679768	0.175763	1.3859e-005	6.66773e-008	
0.686695	0.175834	1.38519e-005	6.66242e-008	
0.69362	0.175904	1.38449e-005	6.65681e-008	
0.70054	0.175972	1.38382e-005	6.65088e-008	
0.707458	0.176039	1.38316e-005	6.64461e-008	
0.714372	0.176105	1.38251e-005	6.63797e-008	
0.721283	0.176169	1.38189e-005	6.63093e-008	
0.728191	0.176233	1.38127e-005	6.62346e-008	
0.735096	0.176294	1.38068e-005	6.61552e-008	
0.741998	0.176355	1.38009e-005	6.60708e-008	
0.748897	0.176414	1.37953e-005	6.59809e-008	
0.755793	0.176473	1.37898e-005	6.5885e-008	
0.762687	0.17653	1.37844e-005	6.57826e-008	
0.769577	0.176586	1.37792e-005	6.5673e-008	
0.776466	0.176641	1.37741e-005	6.55556e-008	
0.783352	0.176694	1.37692e-005	6.54297e-008	
0.790235	0.176747	1.37644e-005	6.52942e-008	
0.797116	0.176799	1.37598e-005	6.51483e-008	
0.803995	0.17685	1.37554e-005	6.49907e-008	
0.810871	0.1769	1.37511e-005	6.48202e-008	
0.817746	0.176948	1.37471e-005	6.46352e-008	
0.824619	0.176996	1.37431e-005	6.44341e-008	
0.831489	0.177043	1.37394e-005	6.42146e-008	
0.838358	0.177089	1.37359e-005	6.39744e-008	
0.845225	0.177134	1.37326e-005	6.37108e-008	
0.852091	0.177178	1.37295e-005	6.34202e-008	
0.858955	0.177222	1.37267e-005	6.30987e-008	
0.865817	0.177264	1.37242e-005	6.27414e-008	
0.872679	0.177305	1.37219e-005	6.23423e-008	
0.879539	0.177346	1.37201e-005	6.18941e-008	
0.886399	0.177385	1.37186e-005	6.13877e-008	
0.893258	0.177424	1.37175e-005	6.08115e-008	
0.900117	0.177461	1.3717e-005	6.01509e-008	
0.906975	0.177498	1.37171e-005	5.93867e-008	
0.913834	0.177534	1.3718e-005	5.84937e-008	
0.920693	0.177568	1.37199e-005	5.74376e-008	
0.927554	0.177601	1.37229e-005	5.61712e-008	
0.934417	0.177633	1.37275e-005	5.46271e-008	
0.941282	0.177664	1.37341e-005	5.27059e-008	
0.948151	0.177693	1.37436e-005	5.02546e-008	
0.955026	0.17772	1.37573e-005	4.70253e-008	
0.961909	0.177744	1.37773e-005	4.25871e-008	
0.968805	0.177765	1.3808e-005	3.61209e-008	
0.975721	0.177782	1.38582e-005	2.58512e-008	
0.98267	0.177791	1.39514e-005	7.06609e-009	
0.989692	0.177785	1.41758e-005	-3.8424e-008	
0.996959	0.177728	1.55639e-005	-3.51341e-007	
0.99829	0.177848	-1.08833e-005	9.90564e-007	
